film,filmLabel,locationLabel,boxOffice
http://www.wikidata.org/entity/Q685817,Преследование,Лондон,48500
http://www.wikidata.org/entity/Q1168478,Безбрежное Саргассово море,Ямайка,45306
http://www.wikidata.org/entity/Q2893302,Цена красоты,Австралия,56101
http://www.wikidata.org/entity/Q3367212,Pas très normales activités,Soisy-sur-École,51577
http://www.wikidata.org/entity/Q4959480,Breakfast in Paris,Париж,42000
http://www.wikidata.org/entity/Q6382675,Keechaka Vadham,Южная Индия,50000
http://www.wikidata.org/entity/Q7757326,The Place at the Coast,Австралия,57400
http://www.wikidata.org/entity/Q18157191,Бобры-зомби,Калифорния,54985
http://www.wikidata.org/entity/Q20649989,Слишком поздно,Лос-Анджелес,60000
http://www.wikidata.org/entity/Q104646669,Царица небесная,Тбилиси,54966
http://www.wikidata.org/entity/Q104646669,Царица небесная,Рустави,54966
http://www.wikidata.org/entity/Q104646669,Царица небесная,Вазиани,54966
http://www.wikidata.org/entity/Q111549435,Smoking Causes Coughing,Юзес,41062
http://www.wikidata.org/entity/Q135765136,Mads,Мюлуз,49816
http://www.wikidata.org/entity/Q490588,Неуместный человек,Исландия,30972
http://www.wikidata.org/entity/Q876284,В одно ухо влетело,Нью-Джерси,23719
http://www.wikidata.org/entity/Q4141403,Несносный Генри,Торонто,20183
http://www.wikidata.org/entity/Q4141403,Несносный Генри,Гамильтон,20183
http://www.wikidata.org/entity/Q4204793,Трудно быть богом,Замок Хуквальды,28608
http://www.wikidata.org/entity/Q5098635,Chile: When Will It End?,Чили,25100
http://www.wikidata.org/entity/Q5141012,Coffin Rock,Австралия,31312
http://www.wikidata.org/entity/Q6477009,Озеро Мунго,Арарат (Австралия),29850
http://www.wikidata.org/entity/Q6477009,Озеро Мунго,Милдьюра,29850
http://www.wikidata.org/entity/Q7801402,Tiger Eyes,Нью-Мексико,27160
http://www.wikidata.org/entity/Q12261286,Por la borda,Гипускоа,22107.93
http://www.wikidata.org/entity/Q21998244,Тео и Юго в одной лодке,Париж,34994.19
http://www.wikidata.org/entity/Q29832008,Marlina the Murderer in Four Acts,Индонезия,23564
http://www.wikidata.org/entity/Q57502054,Al Berto,Алентежу,23099.33
http://www.wikidata.org/entity/Q57502054,Al Berto,Сетубал,23099.33
http://www.wikidata.org/entity/Q57502054,Al Berto,Синиш,23099.33
http://www.wikidata.org/entity/Q115685233,The Land of Ahimsa,Индия,27662
http://www.wikidata.org/entity/Q132048423,The Taverna,Elsternwick,21695
http://www.wikidata.org/entity/Q533383,Комната,Сан-Франциско,1800
http://www.wikidata.org/entity/Q533383,Комната,Лос-Анджелес,1800
http://www.wikidata.org/entity/Q1139236,Глаз,Нью-Мексико,56.964
http://www.wikidata.org/entity/Q1455276,Без вести пропавшие,Филиппины,22.812
http://www.wikidata.org/entity/Q3099419,Paradise Found,Чехия,4590
http://www.wikidata.org/entity/Q7676075,Tail of a Tiger,Сидней,3566
http://www.wikidata.org/entity/Q7906333,З/Л/О 2,Новая Шотландия,795.661
http://www.wikidata.org/entity/Q12387161,Doentes,Галисия,5098.6
http://www.wikidata.org/entity/Q12401272,Tralas Luces,Галисия,4437.1
http://www.wikidata.org/entity/Q14953721,Версальский роман,Лондон,10.084
http://www.wikidata.org/entity/Q14953721,Версальский роман,Pinewood Studios,10.084
http://www.wikidata.org/entity/Q16517124,Q16517124,Бастан,4267.04
http://www.wikidata.org/entity/Q16517124,Q16517124,Субьета,4267.04
http://www.wikidata.org/entity/Q111893449,They Carry Death,Тенерифе,4038.77
http://www.wikidata.org/entity/Q111893449,They Carry Death,Оренсе,4038.77
http://www.wikidata.org/entity/Q115427264,The Hidden,Ванкувер,3000
http://www.wikidata.org/entity/Q427186,Рокко и его братья,Милан,11328
http://www.wikidata.org/entity/Q427186,Рокко и его братья,Виале Блиньи,11328
http://www.wikidata.org/entity/Q427186,Рокко и его братья,Teatro Principe,11328
http://www.wikidata.org/entity/Q466354,Шоколад,Таиланд,14845
http://www.wikidata.org/entity/Q488169,Воспоминания об убийстве,Республика Корея,15357
http://www.wikidata.org/entity/Q490588,Неуместный человек,Исландия,7986
http://www.wikidata.org/entity/Q490588,Неуместный человек,Исландия,8865
http://www.wikidata.org/entity/Q490588,Неуместный человек,Исландия,13206
http://www.wikidata.org/entity/Q1783930,Треугольник,Австралия,11282
http://www.wikidata.org/entity/Q3986793,The End of the Road,Остров Рузвельта,9000
http://www.wikidata.org/entity/Q6078224,Isabelle Eberhardt,Женева,14323
http://www.wikidata.org/entity/Q6078224,Isabelle Eberhardt,Париж,14323
http://www.wikidata.org/entity/Q12384500,Blanca Madison,Галисия,7994.8
http://www.wikidata.org/entity/Q18157191,Бобры-зомби,Калифорния,14947
http://www.wikidata.org/entity/Q63068747,"¡Ay, Mi Madre!",Барбате,12009
http://www.wikidata.org/entity/Q64390886,Война,Комо,11540
http://www.wikidata.org/entity/Q64390886,Война,Мольтразио,11540
http://www.wikidata.org/entity/Q64390886,Война,Белладжо,11540
http://www.wikidata.org/entity/Q64390886,Война,Блевио,11540
http://www.wikidata.org/entity/Q71187629,Dert Bende,Стамбул,9070
http://www.wikidata.org/entity/Q89130371,Beside Me,1 Mai,10852
http://www.wikidata.org/entity/Q89130371,Beside Me,Grivița,10852
http://www.wikidata.org/entity/Q97662333,На Луне,Карелия,13955
http://www.wikidata.org/entity/Q151884,Страна приливов,Саскачеван,66453
http://www.wikidata.org/entity/Q255260,История двух сестёр,Республика Корея,72541
http://www.wikidata.org/entity/Q1157757,Небесные пираты,Таити,76170
http://www.wikidata.org/entity/Q1537088,Пропавшие,Австралия,88748
http://www.wikidata.org/entity/Q4129965,Выше неба,Минск,71208
http://www.wikidata.org/entity/Q5245167,Кинотюрьма будущего,Сидней,68000
http://www.wikidata.org/entity/Q5655277,Hard Labor,Сан-Паулу,68691
http://www.wikidata.org/entity/Q8178730,"20,000 dólares por un cadáver",Испания,62201.92
http://www.wikidata.org/entity/Q12382267,A biblioteca da iguana,Галисия,63445
http://www.wikidata.org/entity/Q18208992,В изоляции,Британская Колумбия,92000
http://www.wikidata.org/entity/Q89285060,U Get What U Kiss,Răchițele,92805
http://www.wikidata.org/entity/Q114397746,Антивирус,Торонто,61808
http://www.wikidata.org/entity/Q300393,Грязный стыд,Балтимор,1914166
http://www.wikidata.org/entity/Q339804,Дети небес,Тегеран,1628579
http://www.wikidata.org/entity/Q475693,Олдбой,Новая Зеландия,1882334
http://www.wikidata.org/entity/Q475693,Олдбой,Сеул,1882334
http://www.wikidata.org/entity/Q546900,Суспирия,Германия,1800000
http://www.wikidata.org/entity/Q546900,Суспирия,Müllersches Volksbad,1800000
http://www.wikidata.org/entity/Q574986,Гарри Браун,Лондон,1818681
http://www.wikidata.org/entity/Q749988,Город потерянных детей,Saint-Germain-lès-Arpajon,1738611
http://www.wikidata.org/entity/Q760012,Ганга Дин,Калифорния,1888000
http://www.wikidata.org/entity/Q760012,Ганга Дин,Аризона,1888000
http://www.wikidata.org/entity/Q760012,Ганга Дин,Alabama Hills,1888000
http://www.wikidata.org/entity/Q798737,Плохой лейтенант,Новый Орлеан,1702112
http://www.wikidata.org/entity/Q827106,"Ветер, что колышет вереск",Килмэнхем,1836089
http://www.wikidata.org/entity/Q915845,Брайтонский леденец,Лондон,1800000
http://www.wikidata.org/entity/Q1515931,Крокодил,Австралия,1791176
http://www.wikidata.org/entity/Q1790253,Сталь,Лос-Анджелес,1710972
http://www.wikidata.org/entity/Q1810871,Жидкое небо,Нью-Йорк,1700000
http://www.wikidata.org/entity/Q2299961,Дочь солдата никогда не плачет,Париж,1800000
http://www.wikidata.org/entity/Q2299961,Дочь солдата никогда не плачет,Северная Каролина,1800000
http://www.wikidata.org/entity/Q2389686,Аура,Буэнос-Айрес,1785981
http://www.wikidata.org/entity/Q2700562,Головой о стену,Мельбурн,1788613
http://www.wikidata.org/entity/Q4427861,Солнечный удар,Швейцария,1700000
http://www.wikidata.org/entity/Q4427861,Солнечный удар,Россия,1700000
http://www.wikidata.org/entity/Q4838336,"Крошка, это ты!",Нью-Джерси,1867792
http://www.wikidata.org/entity/Q5042347,Ровер,Австралия,1875423
http://www.wikidata.org/entity/Q11310825,Джой,Сидней,1855557
http://www.wikidata.org/entity/Q15139203,Бивень,Лос-Анджелес,1826705
http://www.wikidata.org/entity/Q15139203,Бивень,Лос-Анджелес,1882074
http://www.wikidata.org/entity/Q15139203,Бивень,Северная Каролина,1826705
http://www.wikidata.org/entity/Q15139203,Бивень,Северная Каролина,1882074
http://www.wikidata.org/entity/Q16828064,Bra Boys: Blood is Thicker than Water,Сидней,1698976
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Лондон,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Мертон-колледж,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Keighley railway station,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Goathland,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,North Yorkshire Moors Railway,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Старый Королевский военно-морской колледж,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Уэрксоп,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Darley Dale,1800000
http://www.wikidata.org/entity/Q17018891,Воспоминания о будущем,Merton Street,1800000
http://www.wikidata.org/entity/Q17512646,The Dark Horse,Новая Зеландия,1900000
http://www.wikidata.org/entity/Q18386107,Скорость: Автобус 657,Мобил,1867456
http://www.wikidata.org/entity/Q20649932,Чайка,Нью-Йорк,1800000
http://www.wikidata.org/entity/Q75154709,Bye,Севилья,1828868.62
http://www.wikidata.org/entity/Q111668106,Солнце моё,Стамбул,1658790
http://www.wikidata.org/entity/Q111668106,Солнце моё,Фетхие,1658790
http://www.wikidata.org/entity/Q115683962,Heroic,Otomí Ceremonial Center,1700000
http://www.wikidata.org/entity/Q125020375,Бессмертный: Кровавая дорога домой,Эстония,1900000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Лондон,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Лондон,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Исландия,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Исландия,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Северо-Западные территории,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Северо-Западные территории,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Скалистые горы,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Скалистые горы,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Хитроу,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Хитроу,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Арктика,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Арктика,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Банф,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Банф,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Окалуса,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Окалуса,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Shepperton Studios,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Shepperton Studios,9523464
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Гренландия,9440000
http://www.wikidata.org/entity/Q105702,"Доктор Стрейнджлав, или Как я перестал бояться и полюбил бомбу",Гренландия,9523464
http://www.wikidata.org/entity/Q139460,Мир призраков,Лос-Анджелес,8764007
http://www.wikidata.org/entity/Q193066,Завтрак у Тиффани,Нью-Йорк,9551904
http://www.wikidata.org/entity/Q211372,В порту,Нью-Джерси,9600000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Нью-Йорк,9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Калифорния,9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Чикаго,9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Лонг-Айленд,9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Керн,9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,Гриффит (парк),9840000
http://www.wikidata.org/entity/Q223139,К северу через северо-запад,LaSalle Street Station,9840000
http://www.wikidata.org/entity/Q247470,Что-то не так с Кевином,Нью-Йорк,10000000
http://www.wikidata.org/entity/Q247470,Что-то не так с Кевином,Коннектикут,10000000
http://www.wikidata.org/entity/Q248775,Безумный Макс,Clunes,8750000
http://www.wikidata.org/entity/Q327332,Пёс-призрак: путь самурая,Нью-Йорк,9392768
http://www.wikidata.org/entity/Q451272,Похороните меня заживо,Джорджия,9695282
http://www.wikidata.org/entity/Q469646,Завоевание планеты обезьян,Лос-Анджелес,9043472
http://www.wikidata.org/entity/Q469646,Завоевание планеты обезьян,Сенчери-Сити,9043472
http://www.wikidata.org/entity/Q469646,Завоевание планеты обезьян,Avenue of the Stars,9043472
http://www.wikidata.org/entity/Q469654,Битва за планету обезьян,Лос-Анджелес,8844595
http://www.wikidata.org/entity/Q496019,Свирепые создания,Pinewood Studios,9381260
http://www.wikidata.org/entity/Q556967,Чаплин,Швейцария,9500000
http://www.wikidata.org/entity/Q556967,Чаплин,Калифорния,9500000
http://www.wikidata.org/entity/Q556967,Чаплин,Лонг-Бич,9500000
http://www.wikidata.org/entity/Q595047,Выстрел в упор,Санта-Моника,9000000
http://www.wikidata.org/entity/Q653303,Драконий жемчуг: Эволюция,Лос-Анджелес,9362785
http://www.wikidata.org/entity/Q653303,Драконий жемчуг: Эволюция,Мексика,9362785
http://www.wikidata.org/entity/Q676047,Валентинка,Нью-Йорк,9706328
http://www.wikidata.org/entity/Q706492,Без вины виноватый,Ванкувер,9623329
http://www.wikidata.org/entity/Q798650,Плохие парни,Чикаго,9000000
http://www.wikidata.org/entity/Q939728,Большой Стэн,Калифорния,8742330
http://www.wikidata.org/entity/Q1167579,Деревня проклятых,Калифорния,9400000
http://www.wikidata.org/entity/Q1193177,Завоеватель,Юта,9000000
http://www.wikidata.org/entity/Q1197501,Двойник тела,Санта-Моника,8800000
http://www.wikidata.org/entity/Q1471671,Копи царя Соломона,Кения,9955000
http://www.wikidata.org/entity/Q1768016,Невозмутимый,Канзас,9300000
http://www.wikidata.org/entity/Q1768016,Невозмутимый,Мобил,9300000
http://www.wikidata.org/entity/Q1831060,Человек-паук,Лос-Анджелес,9000000
http://www.wikidata.org/entity/Q3766322,Безумие любви,Мадрид,9306362
http://www.wikidata.org/entity/Q3766322,Безумие любви,Бургос,9306362
http://www.wikidata.org/entity/Q3766322,Безумие любви,Гимарайнш,9306362
http://www.wikidata.org/entity/Q3766322,Безумие любви,Леонский собор,9306362
http://www.wikidata.org/entity/Q3766322,Безумие любви,Базилика Святого Исидора,9306362
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Германия,9661886.93
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Исландия,9661886.93
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Пуэрто-Рико,9661886.93
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Атланта,9661886.93
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Pinewood Atlanta Studios,9661886.93
http://www.wikidata.org/entity/Q18407657,Первый мститель: Противостояние,Q135926192,9661886.93
http://www.wikidata.org/entity/Q20921603,Королева Катве,ЮАР,8785681
http://www.wikidata.org/entity/Q20921603,Королева Катве,ЮАР,9897056
http://www.wikidata.org/entity/Q20921603,Королева Катве,Уганда,8785681
http://www.wikidata.org/entity/Q20921603,Королева Катве,Уганда,9897056
http://www.wikidata.org/entity/Q31188935,Люди Икс: Тёмный Феникс,Монреаль,8982000
http://www.wikidata.org/entity/Q31188935,Люди Икс: Тёмный Феникс,Монреаль,9705000
http://www.wikidata.org/entity/Q61740820,Земля кочевников,Калифорния,9000000
http://www.wikidata.org/entity/Q104889029,Игра теней,Канберра,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Мельбурн,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Кобург,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Коллингвуд,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Mount Macedon,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Glenroy,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Melbourne Convention and Exhibition Centre,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Highpoint Shopping Centre,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Lower Plenty,9591094
http://www.wikidata.org/entity/Q104889029,Игра теней,Noble Park,9591094
http://www.wikidata.org/entity/Q110904414,Rise,Париж,9840804
http://www.wikidata.org/entity/Q110904414,Rise,Réminiac,9840804
http://www.wikidata.org/entity/Q110904414,Rise,Шатле,9840804
http://www.wikidata.org/entity/Q110904414,Rise,Гранд-аль,9840804
http://www.wikidata.org/entity/Q110904414,Rise,Киброн,9840804
http://www.wikidata.org/entity/Q110904414,Rise,Centquatre-Paris,9840804
http://www.wikidata.org/entity/Q111669794,Пэрл,Новая Зеландия,9423445
http://www.wikidata.org/entity/Q111669794,Пэрл,Новая Зеландия,9747742
http://www.wikidata.org/entity/Q129944842,Life,Стамбул,8939786
http://www.wikidata.org/entity/Q129944842,Life,Синоп,8939786
http://www.wikidata.org/entity/Q129944842,Life,Боябат,8939786
http://www.wikidata.org/entity/Q124612,Тварь из Чёрной Лагуны,Малибу,1300000
http://www.wikidata.org/entity/Q143835,Священный дым,Дели,1380029
http://www.wikidata.org/entity/Q179743,Воспитание крошки,Калифорния,1259000
http://www.wikidata.org/entity/Q192409,Вне закона,Новый Орлеан,1435668
http://www.wikidata.org/entity/Q192409,Вне закона,Новый Орлеан,1529199
http://www.wikidata.org/entity/Q204191,Эта замечательная жизнь,Калифорния,1474573
http://www.wikidata.org/entity/Q227478,"Слишком поздно, герой",Филиппины,1590000
http://www.wikidata.org/entity/Q283319,Home of the Brave,Нью-Джерси,1250000
http://www.wikidata.org/entity/Q303495,Достичь небес,Pinewood Studios,1500000
http://www.wikidata.org/entity/Q315732,Продюсеры,Нью-Йорк,1600000
http://www.wikidata.org/entity/Q426828,Донни Дарко,Лонг-Бич,1480006
http://www.wikidata.org/entity/Q426828,Донни Дарко,Санта-Моника,1480006
http://www.wikidata.org/entity/Q448211,Дети солнца,Мадрид,1579260
http://www.wikidata.org/entity/Q448211,Дети солнца,Табернас,1579260
http://www.wikidata.org/entity/Q448211,Дети солнца,Rodalquilar,1579260
http://www.wikidata.org/entity/Q448211,Дети солнца,Alcántara dam,1579260
http://www.wikidata.org/entity/Q499512,Реприза,Париж,1297260
http://www.wikidata.org/entity/Q507461,Эквилибриум,Берлин,1203794
http://www.wikidata.org/entity/Q507461,Эквилибриум,Europa,1203794
http://www.wikidata.org/entity/Q738526,Поезда под пристальным наблюдением,Loděnice,1500000
http://www.wikidata.org/entity/Q927949,Бронсон,Welbeck Abbey,1312770
http://www.wikidata.org/entity/Q927949,Бронсон,Stanford Hall,1312770
http://www.wikidata.org/entity/Q932814,Три цвета: Синий,Париж,1324974
http://www.wikidata.org/entity/Q932814,Три цвета: Синий,Париж,1365410
http://www.wikidata.org/entity/Q933437,Три цвета: Белый,Париж,1237219
http://www.wikidata.org/entity/Q933437,Три цвета: Белый,Париж,1251427
http://www.wikidata.org/entity/Q954703,Дом на краю света,Нью-Йорк,1548955
http://www.wikidata.org/entity/Q954703,Дом на краю света,Аризона,1548955
http://www.wikidata.org/entity/Q954703,Дом на краю света,Онтарио,1548955
http://www.wikidata.org/entity/Q1041834,Неожиданный,Калифорния,1400000
http://www.wikidata.org/entity/Q1053293,Чудо,Япония,1397577
http://www.wikidata.org/entity/Q1138382,Высокая Сьерра,Калифорния,1489000
http://www.wikidata.org/entity/Q1196670,Шейх,Калифорния,1500000
http://www.wikidata.org/entity/Q1196670,Шейх,Аризона,1500000
http://www.wikidata.org/entity/Q1217941,Лучшие годы молодости,Венеция,1217744
http://www.wikidata.org/entity/Q1217941,Лучшие годы молодости,Флоренция,1217744
http://www.wikidata.org/entity/Q1217941,Лучшие годы молодости,Палермо,1217744
http://www.wikidata.org/entity/Q1218841,Последняя волна,Сидней,1258000
http://www.wikidata.org/entity/Q1265869,Pandora and the Flying Dutchman,Испания,1600000
http://www.wikidata.org/entity/Q1331230,Запретная планета,Калифорния,1530000
http://www.wikidata.org/entity/Q1345327,Решение перед рассветом,Нюрнберг,1550000
http://www.wikidata.org/entity/Q1511625,Тем тяжелее падение,Нью-Йорк,1350000
http://www.wikidata.org/entity/Q1752724,Merrill's Marauders,Филиппины,1600000
http://www.wikidata.org/entity/Q1752886,Роботы-бойцы,Калифорния,1272977
http://www.wikidata.org/entity/Q1961839,Лиана,Нью-Джерси,1500000
http://www.wikidata.org/entity/Q2044064,Якудза,Япония,1500000
http://www.wikidata.org/entity/Q2044064,Якудза,Малибу,1500000
http://www.wikidata.org/entity/Q2342185,огни Нью-йорка,Калифорния,1252000
http://www.wikidata.org/entity/Q2456097,Герой её романа,Сидней,1369280
http://www.wikidata.org/entity/Q2456097,Герой её романа,Брисбен,1369280
http://www.wikidata.org/entity/Q2456097,Герой её романа,Сент-Джордж,1369280
http://www.wikidata.org/entity/Q2576334,Маленькая Вера,Мариуполь,1262598
http://www.wikidata.org/entity/Q2628694,Уикенд,Ноттингем,1577585
http://www.wikidata.org/entity/Q2638438,Ангел света,Сидней,1405455
http://www.wikidata.org/entity/Q3007933,Неудачники,Австралия,1343762
http://www.wikidata.org/entity/Q3007933,Неудачники,Сидней,1343762
http://www.wikidata.org/entity/Q3072040,Лавлейс,Лос-Анджелес,1600000
http://www.wikidata.org/entity/Q3082474,Фрэнк,Нью-Мексико,1478391
http://www.wikidata.org/entity/Q3236338,Strange Invaders,Нью-Йорк,1362303
http://www.wikidata.org/entity/Q3236338,Strange Invaders,Онтарио,1362303
http://www.wikidata.org/entity/Q3367212,Pas très normales activités,Soisy-sur-École,1322443
http://www.wikidata.org/entity/Q3503837,Sunday Too Far Away,Австралия,1356000
http://www.wikidata.org/entity/Q4204793,Трудно быть богом,Замок Хуквальды,1265308
http://www.wikidata.org/entity/Q4204793,Трудно быть богом,Замок Хуквальды,1299035
http://www.wikidata.org/entity/Q4877736,Красивая Кейт,Австралия,1618490
http://www.wikidata.org/entity/Q4898542,Better Than Sex,Сидней,1266018
http://www.wikidata.org/entity/Q5207857,Dad and Dave: On Our Selection,Австралия,1222051
http://www.wikidata.org/entity/Q7380038,Running on Empty,Сидней,1218000
http://www.wikidata.org/entity/Q7380038,Running on Empty,Cobar,1218000
http://www.wikidata.org/entity/Q7380038,Running on Empty,Canbelego,1218000
http://www.wikidata.org/entity/Q7602448,Starstruck,Сидней,1541000
http://www.wikidata.org/entity/Q7764269,Серебряный ветер,Dinner Plain,1532649
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Гётеборг,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Бур-Сен-Морис,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Оре,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Лез-Арк,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Ла-Плань,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Стельвио,1400000
http://www.wikidata.org/entity/Q10706553,Форс-мажор,Paradiski,1400000
http://www.wikidata.org/entity/Q11159161,The Liberator,Венесуэла,1500000
http://www.wikidata.org/entity/Q11705049,Magic Journey to Africa,ЮАР,1557590
http://www.wikidata.org/entity/Q11705049,Magic Journey to Africa,Намибия,1557590
http://www.wikidata.org/entity/Q11705049,Magic Journey to Africa,Барселона,1557590
http://www.wikidata.org/entity/Q12100227,71,Англия,1270847
http://www.wikidata.org/entity/Q61698274,4x4,Буэнос-Айрес,1292773
http://www.wikidata.org/entity/Q65084655,Зависнуть в Палм-Спрингс,Калифорния,1512871
http://www.wikidata.org/entity/Q111608782,Человек по имени Отто,Питтсбург,1256916
http://www.wikidata.org/entity/Q111608782,Человек по имени Отто,Толидо,1256916
http://www.wikidata.org/entity/Q111608782,Человек по имени Отто,Brecksville,1256916
http://www.wikidata.org/entity/Q112623160,Jules,Бунтон,1328109
http://www.wikidata.org/entity/Q112623160,Jules,The Chathams,1328109
http://www.wikidata.org/entity/Q121354043,Irena's Vow,Варшава,1200000
http://www.wikidata.org/entity/Q121354043,Irena's Vow,Люблин,1200000
http://www.wikidata.org/entity/Q121354043,Irena's Vow,Модлин,1200000
http://www.wikidata.org/entity/Q121354043,Irena's Vow,Konstancin,1200000
http://www.wikidata.org/entity/Q4536,Великолепная афера,Калифорния,2235422
http://www.wikidata.org/entity/Q39999,Лоботрясы,Нью-Джерси,2122561
http://www.wikidata.org/entity/Q158398,Железное небо,Финляндия,2088031
http://www.wikidata.org/entity/Q158398,Железное небо,Нью-Йорк,2088031
http://www.wikidata.org/entity/Q158398,Железное небо,Германия,2088031
http://www.wikidata.org/entity/Q158398,Железное небо,Австралия,2088031
http://www.wikidata.org/entity/Q160946,"Париж, Техас",США,2181987
http://www.wikidata.org/entity/Q160946,"Париж, Техас",США,2208837
http://www.wikidata.org/entity/Q180337,Предложение,Австралия,2271100
http://www.wikidata.org/entity/Q192160,Пределы контроля,Мадрид,1981134
http://www.wikidata.org/entity/Q244448,Как зелена была моя долина,Малибу,2400000
http://www.wikidata.org/entity/Q466354,Шоколад,Таиланд,2029792
http://www.wikidata.org/entity/Q488222,Вторжение динозавра,Республика Корея,2201923
http://www.wikidata.org/entity/Q488222,Вторжение динозавра,Сеул,2201923
http://www.wikidata.org/entity/Q505148,Год опасной жизни,Филиппины,2393000
http://www.wikidata.org/entity/Q512247,Я исповедуюсь,Квебек,2000000
http://www.wikidata.org/entity/Q512247,Я исповедуюсь,Голливуд,2000000
http://www.wikidata.org/entity/Q512247,Я исповедуюсь,Шато-Фронтенак,2000000
http://www.wikidata.org/entity/Q557596,Аквариум,Лондон,2300000
http://www.wikidata.org/entity/Q578700,29-я улица,Северная Каролина,2120564
http://www.wikidata.org/entity/Q612298,Никто не узнает,Япония,2288093
http://www.wikidata.org/entity/Q655996,Дьяволы,Pinewood Studios,2000000
http://www.wikidata.org/entity/Q679679,Дом восковых фигур,Австралия,1985563
http://www.wikidata.org/entity/Q699278,На страже смерти,Чехия,2300000
http://www.wikidata.org/entity/Q735314,Моя прекрасная прачечная,Лондон,2451545
http://www.wikidata.org/entity/Q735314,Моя прекрасная прачечная,Стоквелл,2451545
http://www.wikidata.org/entity/Q735314,Моя прекрасная прачечная,Баттерси,2451545
